Voltage,Current,Temperature
3.99599,1.13403,25.02773
3.99565,1.13403,25.02773
3.99532,1.13403,25.02773
3.99515,1.13658,25.02773
3.99498,1.13658,25.02773
3.99481,1.13403,25.02773
3.98503,0.08684,25.02773
3.97779,0.04597,25.02773
3.97559,0.03576,25.02773
3.97475,0.03320,25.02773
3.97425,0.03065,25.02773
3.97391,0.03065,25.02773
3.97357,0.03065,25.02773
3.97340,0.03065,25.02773
3.97307,0.03065,25.02773
3.97290,0.03065,25.02773
3.97175,-0.04087,25.02773
3.97057,-0.08173,25.02773
3.97006,-0.09450,25.02773
3.96989,-0.09706,25.02773
3.96973,-0.09706,25.02773
3.96956,-0.09706,25.02773
3.96939,-0.09961,25.02773
3.96922,-0.09706,25.02773
3.96905,-0.09961,25.02773
3.96905,-0.09706,25.02773
3.96888,-0.09961,25.02773
3.96871,-0.09961,25.02773
3.96871,-0.09961,25.02773
3.96855,-0.09706,25.02773
3.96838,-0.09961,25.02773
3.96838,-0.09961,25.02773
3.96821,-0.09961,25.02773
3.96821,-0.09706,25.02773
3.96804,-0.09961,25.02773
3.96804,-0.09706,25.02773
3.96804,-0.09961,25.02773
3.96787,-0.09706,25.02773
3.96787,-0.09961,25.02773
3.96770,-0.09961,25.02773
3.96770,-0.09706,25.02773
3.96770,-0.09961,25.02773
3.96754,-0.09961,25.02773
3.96754,-0.09961,25.02773
3.96754,-0.09961,25.02773
3.96754,-0.09706,25.02773
3.96737,-0.09961,25.02773
3.96737,-0.09961,25.02773
3.96737,-0.09961,25.02773
3.96720,-0.09961,25.02773
3.96720,-0.09961,25.02773
3.96720,-0.09706,25.02773
3.96720,-0.09706,25.02773
3.96720,-0.09961,25.02773
3.96703,-0.09961,25.02773
3.96703,-0.09961,25.02773
3.96703,-0.09961,25.02773
3.96703,-0.09961,25.02773
3.96703,-0.09961,25.02773
3.96703,-0.09961,25.02773
3.96686,-0.09961,25.02773
3.96686,-0.09961,25.02773
3.96686,-0.09706,25.02773
3.96686,-0.09706,25.02773
3.96686,-0.09961,25.02773
3.96686,-0.09961,25.02773
3.96686,-0.09961,25.02773
3.96669,-0.09961,25.02773
3.96669,-0.09961,25.02773
3.96669,-0.09706,25.02773
3.96669,-0.09706,25.02773
3.96669,-0.09961,25.02773
3.96669,-0.09961,25.02773
3.96669,-0.09961,25.02773
3.96669,-0.09961,25.02773
3.96669,-0.09961,25.02773
3.96669,-0.09961,25.02773
3.96669,-0.09961,25.02773
3.96669,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96636,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96636,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96652,-0.09706,25.02773
3.96652,-0.09961,25.02773
3.96669,-0.09706,25.02773
3.96669,-0.09706,25.02773
3.96669,-0.09706,25.02773
3.96669,-0.09706,25.02773
3.96669,-0.09961,25.02773
3.96669,-0.09706,25.02773
3.96669,-0.09706,25.02773
3.96669,-0.09961,24.92257
3.96669,-0.09961,24.92257
3.96669,-0.09706,24.92257
3.96669,-0.09706,24.92257
3.96669,-0.09961,24.92257
3.96669,-0.09961,24.92257
3.96669,-0.09706,24.92257
3.96669,-0.09706,24.92257
3.96669,-0.09961,24.92257
3.96669,-0.09961,24.92257
3.96669,-0.09961,24.92257
3.96669,-0.09706,24.92257
3.96669,-0.09961,24.92257
3.96669,-0.09961,24.92257
3.96669,-0.09961,24.92257
3.96669,-0.09706,24.92257
3.96669,-0.09706,24.92257
3.96669,-0.09961,24.92257
3.96669,-0.09961,24.92257
3.96669,-0.09961,24.92257
3.96669,-0.09706,24.92257
3.96669,-0.09961,24.92257
3.96669,-0.09706,24.92257
3.96669,-0.09706,24.92257
3.96669,-0.09706,24.92257
3.96669,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09961,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09961,24.92257
3.96686,-0.09961,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09961,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09961,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09961,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09706,24.92257
3.96686,-0.09961,24.92257
3.96686,-0.09961,24.92257
3.96686,-0.09961,24.92257
3.96686,-0.09961,24.92257
3.96686,-0.09961,24.92257
3.96686,-0.09961,24.92257
3.96686,-0.09961,24.92257
3.96686,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09706,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09706,24.92257
3.96703,-0.09706,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09961,24.92257
3.96703,-0.09706,24.92257
3.96703,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09706,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09706,24.92257
3.96720,-0.09706,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09706,24.92257
3.96720,-0.09706,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09706,24.92257
3.96720,-0.09706,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09706,24.92257
3.96720,-0.09706,24.92257
3.96720,-0.09706,24.92257
3.96720,-0.09706,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96720,-0.09961,24.92257
3.96737,-0.09961,24.92257
3.96737,-0.09706,24.92257
3.96737,-0.09706,24.92257
3.96737,-0.09961,24.92257
3.96737,-0.09961,24.92257
3.96737,-0.09706,24.92257
3.96737,-0.09961,24.92257
3.96737,-0.09961,24.92257
3.96737,-0.09961,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09706,24.81741
3.96737,-0.09706,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09706,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09706,24.81741
3.96737,-0.09706,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09706,24.81741
3.96737,-0.09706,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09706,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09706,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09961,24.81741
3.96737,-0.09706,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09706,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09706,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09706,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09706,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09706,24.81741
3.96754,-0.09706,24.81741
3.96754,-0.09706,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09706,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09706,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09706,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09706,24.81741
3.96754,-0.09706,24.81741
3.96754,-0.09961,24.81741
3.96754,-0.09961,24.81741
3.96703,-0.12770,24.81741
3.96686,-0.14814,24.81741
3.96669,-0.15325,24.81741
3.96669,-0.15580,24.81741
3.96652,-0.15580,24.81741
3.96652,-0.15580,24.81741
3.96652,-0.15580,24.81741
3.96652,-0.15580,24.81741
3.96652,-0.15580,24.81741
3.96652,-0.15580,24.81741
3.96265,-0.38567,24.81741
3.95911,-0.57212,24.81741
3.95826,-0.61809,24.81741
3.95793,-0.63086,24.81741
3.95759,-0.63597,24.81741
3.95742,-0.63597,24.81741
3.95742,-0.63597,24.81741
3.95725,-0.63852,24.81741
3.95725,-0.63852,24.81741
3.95708,-0.63597,24.81741
3.95118,-0.97822,24.81741
3.94714,-1.20042,24.81741
3.94596,-1.25406,24.81741
3.94545,-1.27194,24.81741
3.94512,-1.27704,24.81741
3.94478,-1.27704,24.81741
3.94461,-1.27704,24.81741
3.94444,-1.27960,24.81741
3.94427,-1.27704,24.81741
3.94411,-1.27960,24.81741
3.94731,-1.08549,24.81741
3.94899,-0.98077,24.81741
3.94950,-0.95523,24.81741
3.94967,-0.94501,24.81741
3.94967,-0.94246,24.81741
3.94967,-0.94246,24.81741
3.94950,-0.94246,24.81741
3.94950,-0.93990,24.81741
3.94950,-0.94246,24.81741
3.94933,-0.94246,24.81741
3.94478,-1.20553,24.81741
3.94175,-1.37155,24.81741
3.94073,-1.41752,24.81741
3.94023,-1.43284,24.81741
3.94006,-1.43540,24.81741
3.93989,-1.43540,24.81741
3.93972,-1.43540,24.81741
3.93955,-1.43795,24.81741
3.93939,-1.43795,24.81741
3.93922,-1.43795,24.81741
3.94023,-1.37665,24.81741
3.94073,-1.33579,24.81741
3.94090,-1.32557,24.81741
3.94090,-1.32046,24.81741
3.94073,-1.32046,24.81741
3.94073,-1.32046,24.81741
3.94057,-1.32046,24.81741
3.94057,-1.32046,24.81741
3.94040,-1.32046,24.81741
3.94040,-1.32046,24.81741
3.94411,-1.09826,24.81741
3.94680,-0.94501,24.81741
3.94765,-0.90415,24.81741
3.94781,-0.89138,24.81741
3.94798,-0.88882,24.81741
3.94798,-0.88627,24.81741
3.94798,-0.88627,24.81741
3.94798,-0.88627,24.81741
3.94798,-0.88627,24.81741
3.94798,-0.88627,24.81741
3.95823,0.13281,24.81741
3.96615,0.26563,24.81741
3.96868,0.30394,24.81741
3.96953,0.31416,24.81741
3.97003,0.31671,24.81741
3.97037,0.31671,24.81741
3.97071,0.31671,24.81741
3.97087,0.31671,24.81741
3.97104,0.31671,24.81741
3.97121,0.31671,24.81741
3.96720,-0.10216,24.81741
3.96315,-0.20688,24.81741
3.96197,-0.23242,24.81741
3.96180,-0.24008,24.81741
3.96164,-0.24264,24.81741
3.96164,-0.24264,24.81741
3.96164,-0.24264,24.81741
3.96164,-0.24264,24.81741
3.96164,-0.24519,24.81741
3.96164,-0.24264,24.81741
3.96599,0.12771,24.81741
3.96986,0.25030,24.81741
3.97087,0.27840,24.81741
3.97138,0.28861,24.71226
3.97155,0.29117,24.71226
3.97172,0.29117,24.71226
3.97189,0.29117,24.71226
3.97205,0.29117,24.71226
3.97222,0.29117,24.71226
3.97222,0.29372,24.71226
3.96821,-0.09706,24.71226
3.96467,-0.19411,24.71226
3.96349,-0.22221,24.71226
3.96315,-0.22987,24.71226
3.96298,-0.23242,24.71226
3.96298,-0.23242,24.71226
3.96298,-0.23242,24.71226
3.96298,-0.23498,24.71226
3.96282,-0.23498,24.71226
3.96282,-0.23498,24.71226
3.96514,0.00511,24.71226
3.96683,0.02043,24.71226
3.96750,0.02810,24.71226
3.96767,0.03065,24.71226
3.96784,0.03065,24.71226
3.96784,0.03065,24.71226
3.96801,0.03065,24.71226
3.96801,0.03065,24.71226
3.96801,0.03065,24.71226
3.96818,0.03065,24.71226
3.96619,-0.09195,24.71226
3.96433,-0.19156,24.71226
3.96366,-0.21454,24.71226
3.96349,-0.22221,24.71226
3.96349,-0.22476,24.71226
3.96349,-0.22476,24.71226
3.96349,-0.22731,24.71226
3.96349,-0.22731,24.71226
3.96332,-0.22476,24.71226
3.96332,-0.22476,24.71226
3.96332,-0.22731,24.71226
3.96332,-0.22476,24.71226
3.96332,-0.22476,24.71226
3.96332,-0.22476,24.71226
3.96332,-0.22476,24.71226
3.96332,-0.22731,24.71226
3.96332,-0.22731,24.71226
3.96332,-0.22476,24.71226
3.96332,-0.22731,24.71226
3.96332,-0.22731,24.71226
3.95068,-1.75211,24.71226
3.94040,-1.75721,24.71226
3.93719,-1.75977,24.71226
3.93585,-1.76232,24.71226
3.93517,-1.76488,24.71226
3.93483,-1.76488,24.71226
3.93433,-1.76488,24.71226
3.93416,-1.76488,24.71226
3.93382,-1.76488,24.71226
3.93349,-1.76488,24.71226
3.93146,-1.86959,24.71226
3.93028,-1.92834,24.71226
3.92961,-1.94877,24.71226
3.92927,-1.95388,24.71226
3.92894,-1.95388,24.71226
3.92877,-1.95643,24.71226
3.92843,-1.95643,24.71226
3.92826,-1.95643,24.71226
3.92809,-1.95643,24.71226
3.92792,-1.95643,24.71226
3.92506,-2.10457,24.71226
3.92337,-2.18885,24.71226
3.92270,-2.21184,24.71226
3.92236,-2.22206,24.71226
3.92202,-2.22461,24.71226
3.92186,-2.22461,24.71226
3.92152,-2.22461,24.71226
3.92135,-2.22461,24.71226
3.92118,-2.22461,24.71226
3.92101,-2.22461,24.71226
3.93905,-0.44186,24.71226
3.94916,-0.36268,24.71226
3.95304,-0.33714,24.71226
3.95439,-0.32948,24.71226
3.95489,-0.32692,24.71226
3.95523,-0.32692,24.71226
3.95557,-0.32692,24.71226
3.95574,-0.32692,24.71226
3.95590,-0.32692,24.60710
3.95607,-0.32437,24.60710
3.96194,0.17879,24.60710
3.96767,0.36268,24.60710
3.96936,0.40866,24.60710
3.97003,0.42143,24.60710
3.97054,0.42398,24.60710
3.97087,0.42398,24.60710
3.97104,0.42398,24.60710
3.97121,0.42398,24.60710
3.97155,0.42398,24.60710
3.97172,0.42398,24.60710
3.96851,0.22476,24.60710
3.96649,0.10727,24.60710
3.96599,0.07662,24.60710
3.96582,0.06641,24.60710
3.96599,0.06385,24.60710
3.96599,0.06385,24.60710
3.96599,0.06385,24.60710
3.96615,0.06385,24.60710
3.96615,0.06130,24.60710
3.96632,0.06385,24.60710
3.96568,-0.00255,24.60710
3.96501,-0.01788,24.60710
3.96484,-0.02299,24.60710
3.96484,-0.02299,24.60710
3.96501,-0.02299,24.60710
3.96501,-0.02299,24.60710
3.96501,-0.02299,24.60710
3.96501,-0.02299,24.60710
3.96518,-0.02554,24.60710
3.96518,-0.02299,24.60710
3.96582,0.01788,24.60710
3.96649,0.04853,24.60710
3.96666,0.05619,24.60710
3.96683,0.05874,24.60710
3.96700,0.05874,24.60710
3.96700,0.05874,24.60710
3.96700,0.06130,24.60710
3.96717,0.06130,24.60710
3.96717,0.06130,24.60710
3.96717,0.06130,24.60710
3.97290,0.38567,24.60710
3.97644,0.58489,24.60710
3.97795,0.65385,24.60710
3.97846,0.67173,24.60710
3.97880,0.67684,24.60710
3.97897,0.67684,24.60710
3.97913,0.67684,24.60710
3.97930,0.67684,24.60710
3.97947,0.67684,24.60710
3.97964,0.67684,24.60710
3.98975,1.26684,24.60710
3.99633,1.61675,24.60710
3.99835,1.70870,24.60710
3.99936,1.74191,24.60710
3.99987,1.74701,24.60710
4.00020,1.74957,24.60710
4.00054,1.74957,24.60710
4.00088,1.74957,24.60710
4.00105,1.74957,24.60710
4.00138,1.74957,24.60710
3.99498,1.36390,24.60710
3.99127,1.14680,24.60710
3.99009,1.07528,24.60710
3.98975,1.05740,24.60710
3.98959,1.05229,24.60710
3.98975,1.04974,24.60710
3.98975,1.04974,24.60710
3.98975,1.04974,24.60710
3.98992,1.04974,24.60710
3.98992,1.04974,24.60710
3.98756,0.90416,24.60710
3.98537,0.77900,24.60710
3.98470,0.75091,24.60710
3.98453,0.74069,24.60710
3.98453,0.73814,24.60710
3.98453,0.73814,24.60710
3.98453,0.73814,24.60710
3.98470,0.73814,24.60710
3.98470,0.73814,24.60710
3.98470,0.73814,24.60710
3.98149,0.54913,24.60710
3.97947,0.43420,24.60710
3.97880,0.40100,24.60710
3.97863,0.39333,24.60710
3.97846,0.39078,24.60710
3.97846,0.38823,24.60710
3.97846,0.38823,24.60710
3.97846,0.38823,24.60710
3.97846,0.38823,24.60710
3.97846,0.38823,24.60710
3.97509,0.19922,24.60710
3.97256,0.06130,24.60710
3.97189,0.02810,24.60710
3.97172,0.02043,24.60710
3.97155,0.01788,24.60710
3.97138,0.01532,24.60710
3.97138,0.01532,24.60710
3.97121,0.01532,24.60710
3.97121,0.01532,24.60710
3.97121,0.01532,24.60710
3.97006,-0.05874,24.60710
3.96888,-0.11493,24.60710
3.96855,-0.13026,24.60710
3.96821,-0.13537,24.60710
3.96821,-0.13537,24.60710
3.96821,-0.13537,24.60710
3.96804,-0.13537,24.60710
3.96804,-0.13792,24.60710
3.96804,-0.13537,24.60710
3.96804,-0.13537,24.60710
3.97037,0.06641,24.60710
3.97222,0.13026,24.60710
3.97290,0.14814,24.60710
3.97307,0.15580,24.60710
3.97323,0.15580,24.60710
3.97323,0.15580,24.60710
3.97323,0.15836,24.60710
3.97323,0.15836,24.60710
3.97340,0.15836,24.60710
3.97340,0.15580,24.50194
3.97192,0.00000,24.50194
3.97040,-0.03320,24.50194
3.97006,-0.03831,24.50194
3.96989,-0.03831,24.50194
3.96973,-0.03831,24.50194
3.96973,-0.04087,24.50194
3.96973,-0.03831,24.50194
3.96973,-0.03831,24.50194
3.96973,-0.04087,24.50194
3.96973,-0.03831,24.50194
3.96922,-0.07407,24.50194
3.96888,-0.09195,24.50194
3.96871,-0.09706,24.50194
3.96871,-0.09706,24.50194
3.96855,-0.09706,24.50194
3.96855,-0.09961,24.50194
3.96855,-0.09706,24.50194
3.96855,-0.09961,24.50194
3.96855,-0.09961,24.50194
3.96855,-0.09961,24.50194
3.96855,-0.09706,24.50194
3.96855,-0.09706,24.50194
3.96855,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09961,24.50194
3.96838,-0.09706,24.50194
3.96838,-0.09706,24.50194
3.96787,-0.12770,24.50194
3.96754,-0.14814,24.50194
3.96737,-0.15325,24.50194
3.96737,-0.15325,24.50194
3.96737,-0.15325,24.50194
3.96737,-0.15580,24.50194
3.96737,-0.15325,24.50194
3.96737,-0.15325,24.50194
3.96737,-0.15325,24.50194
3.96737,-0.15325,24.50194
3.96433,-0.32437,24.50194
3.96248,-0.42398,24.50194
3.96180,-0.45207,24.50194
3.96164,-0.45974,24.50194
3.96147,-0.46229,24.50194
3.96147,-0.46229,24.50194
3.96130,-0.46229,24.50194
3.96130,-0.46229,24.50194
3.96113,-0.46484,24.50194
3.96113,-0.46229,24.50194
3.95068,-1.62440,24.50194
3.94293,-1.63462,24.50194
3.94073,-1.63717,24.50194
3.93972,-1.63973,24.50194
3.93922,-1.63973,24.50194
3.93888,-1.64228,24.50194
3.93854,-1.64228,24.50194
3.93821,-1.64228,24.50194
3.93804,-1.64228,24.50194
3.93770,-1.64228,24.50194
3.93247,-1.93855,24.50194
3.92860,-2.14033,24.50194
3.92708,-2.19907,24.50194
3.92641,-2.21695,24.50194
3.92607,-2.22206,24.50194
3.92573,-2.22206,24.50194
3.92540,-2.22461,24.50194
3.92506,-2.22461,24.50194
3.92472,-2.22461,24.50194
3.92455,-2.22717,24.50194
3.92287,-2.30634,24.50194
3.92169,-2.35742,24.50194
3.92118,-2.37019,24.50194
3.92084,-2.37530,24.50194
3.92051,-2.37530,24.50194
3.92034,-2.37530,24.50194
3.92000,-2.37786,24.50194
3.91983,-2.37786,24.39678
3.91950,-2.37786,24.39678
3.91933,-2.37786,24.39678
3.91427,-2.65881,24.39678
3.91107,-2.82738,24.39678
3.90989,-2.87335,24.39678
3.90905,-2.88868,24.39678
3.90871,-2.89378,24.39678
3.90837,-2.89378,24.39678
3.90803,-2.89634,24.50194
3.90770,-2.89634,24.50194
3.90753,-2.89889,24.50194
3.90719,-2.89889,24.50194
3.91090,-2.66136,24.50194
3.91376,-2.49535,24.50194
3.91427,-2.45703,24.50194
3.91444,-2.44426,24.50194
3.91444,-2.43916,24.50194
3.91427,-2.43916,24.50194
3.91427,-2.43916,24.50194
3.91410,-2.43916,24.50194
3.91393,-2.43916,24.50194
3.91376,-2.43916,24.50194
3.91006,-2.64859,24.50194
3.90719,-2.79162,24.50194
3.90618,-2.82993,24.50194
3.90567,-2.84526,24.50194
3.90551,-2.84781,24.50194
3.90517,-2.84781,24.50194
3.90500,-2.85036,24.50194
3.90466,-2.85036,24.50194
3.90449,-2.85036,24.50194
3.90433,-2.85036,24.50194
3.91950,-0.78921,24.50194
3.93433,-0.78921,24.50194
3.93922,-0.78921,24.50194
3.94073,-0.78921,24.50194
3.94141,-0.78666,24.50194
3.94175,-0.78666,24.50194
3.94208,-0.78666,24.50194
